cultivo_id,tipo_suelo_id,temperatura,humedad,ph,nitrogeno,fosforo,potasio,materia_organica,conductividad_electrica,fertilizante_codigo,cantidad_kg
5.0,3.0,21.97,45.1,4.89,43.0,12.15,284.73,2.46,0.545,DAP-18-46,127.3
12.0,8.0,12.66,76.3,5.38,39.36,18.47,159.1,1.426,1.635,HUMUS-ORG,3997.4
2.0,1.0,9.75,61.78,6.06,21.41,14.2,108.32,0.695,0.216,UREA-46,196.7
6.0,8.0,20.93,95.0,6.91,8.6,19.26,144.22,2.816,3.076,UREA-46,249.8
12.0,3.0,9.65,56.32,6.07,19.86,62.11,64.23,1.709,2.718,KNO3-13-46,115.1
6.0,7.0,24.13,55.4,4.0,39.06,26.55,126.01,0.872,0.868,HUMUS-ORG,3489.0
1.0,2.0,21.03,63.44,7.33,16.66,20.05,30.12,5.435,0.122,NPK-12-24-12,114.5
5.0,1.0,21.88,45.22,7.33,16.15,10.41,186.56,1.84,0.594,UREA-46,191.0
1.0,8.0,25.09,72.26,5.33,67.87,6.76,30.0,2.554,1.956,KCL-60,171.0
3.0,2.0,25.47,95.0,5.01,17.39,8.18,56.45,5.088,1.812,NPK-15-15-15,347.3
4.0,8.0,8.0,38.09,6.32,17.43,4.05,244.77,4.925,1.826,DAP-18-46,241.9
10.0,8.0,15.33,95.0,5.47,28.89,26.83,190.07,3.825,1.635,DAP-18-46,117.0
1.0,7.0,23.85,65.01,6.82,5.64,44.25,229.85,6.712,1.834,UREA-46,200.8
5.0,6.0,29.95,72.07,7.63,36.67,8.23,148.48,3.727,3.377,MAP-12-61,91.8
3.0,6.0,12.01,74.34,6.98,26.29,34.14,86.38,1.525,0.356,UREA-46,147.0
9.0,8.0,9.39,54.57,4.48,61.83,97.0,164.9,2.586,0.257,UREA-46,203.6
9.0,6.0,22.74,70.5,7.01,64.89,16.86,257.44,10.776,1.651,DAP-18-46,106.6
2.0,5.0,18.97,45.97,6.08,17.47,37.68,205.39,2.152,1.735,SA-21,305.8
2.0,5.0,19.01,82.06,6.66,21.0,5.65,218.91,5.242,1.943,DAP-18-46,226.3
5.0,1.0,24.8,43.15,5.93,73.78,9.82,206.47,7.305,1.11,UREA-46,143.7
1.0,7.0,26.79,95.0,6.2,31.29,14.01,244.33,2.607,2.011,DAP-18-46,121.2
3.0,4.0,11.92,69.02,7.28,100.48,11.01,203.64,0.585,1.233,DAP-18-46,204.2
7.0,4.0,15.88,64.73,5.96,29.8,11.32,189.19,0.89,1.782,DAP-18-46,121.3
3.0,2.0,10.72,58.73,6.35,110.67,11.47,129.01,2.053,2.464,SA-21,185.9
11.0,8.0,8.59,44.54,6.36,44.23,33.92,202.28,3.304,0.215,DAP-18-46,220.9
3.0,8.0,12.35,27.39,7.39,96.91,28.95,237.61,8.635,1.384,DAP-18-46,183.9
8.0,5.0,27.18,50.99,7.25,30.77,17.78,136.21,2.252,1.85,DAP-18-46,137.3
5.0,2.0,22.51,50.34,7.41,36.51,68.21,250.71,3.043,0.507,NPK-15-15-15,223.4
7.0,3.0,18.01,86.29,5.33,30.23,84.3,192.54,1.069,0.238,HUMUS-ORG,4567.5
9.0,4.0,14.44,50.48,6.01,61.38,14.71,47.78,5.151,0.41,KCL-60,183.0
3.0,4.0,5.0,41.43,7.22,40.2,32.05,129.89,8.157,1.168,DAP-18-46,207.3
6.0,5.0,16.44,41.58,4.87,6.98,47.1,137.04,3.211,0.349,UREA-46,235.9
1.0,6.0,19.17,83.95,5.55,34.49,51.34,210.98,2.203,0.189,UREA-46,102.0
10.0,1.0,22.04,55.99,5.19,44.04,20.49,206.96,1.816,0.513,DAP-18-46,102.2
8.0,4.0,7.87,41.3,5.95,170.11,17.95,219.56,3.957,0.598,DAP-18-46,191.6
2.0,8.0,27.48,43.18,8.14,88.2,6.25,224.85,1.753,0.571,MAP-12-61,120.0
1.0,1.0,15.89,61.65,6.06,110.05,101.95,38.34,1.81,0.589,KCL-60,256.3
7.0,5.0,14.35,64.49,5.2,71.54,9.03,263.81,3.796,0.849,DAP-18-46,202.0
1.0,8.0,16.19,92.37,8.16,12.51,15.9,89.4,3.009,0.168,UREA-46,194.3
8.0,1.0,19.59,56.54,6.14,12.16,16.07,131.96,3.109,0.353,UREA-46,121.8
8.0,4.0,21.76,85.01,5.28,10.89,36.26,219.83,6.627,3.18,UREA-46,250.0
11.0,2.0,20.88,91.27,6.78,21.43,4.01,38.74,0.546,0.473,DAP-18-46,220.7
5.0,5.0,16.02,93.57,6.04,15.84,53.68,77.8,0.868,1.742,UREA-46,237.0
11.0,2.0,21.21,66.25,4.96,27.49,32.86,265.88,1.559,7.075,KCL-60,120.4
7.0,8.0,19.64,53.51,6.34,82.0,10.32,224.38,1.393,2.439,DAP-18-46,140.8
12.0,5.0,14.04,51.05,7.06,25.51,41.02,222.3,0.653,1.416,UREA-46,156.7
9.0,5.0,13.61,80.8,6.33,18.96,21.09,144.19,4.597,0.475,UREA-46,170.7
12.0,3.0,12.15,62.24,6.66,53.57,38.85,140.53,3.073,0.596,KNO3-13-46,136.0
4.0,4.0,6.05,41.9,5.74,23.84,7.44,193.82,1.506,0.498,DAP-18-46,183.3
12.0,7.0,22.56,66.04,6.07,72.43,38.18,256.43,2.39,0.806,DAP-18-46,227.6
4.0,6.0,16.97,84.77,6.52,40.72,70.11,64.93,4.735,6.667,KCL-60,177.8
8.0,3.0,20.64,87.82,6.18,57.13,35.96,179.7,9.6,1.633,KCL-60,181.6
3.0,2.0,12.58,79.57,6.31,17.27,30.77,114.88,1.333,0.1,SA-21,175.4
10.0,1.0,15.81,74.08,6.67,158.17,15.38,194.56,1.761,4.979,DAP-18-46,180.8
10.0,8.0,20.19,52.76,5.04,137.97,7.04,161.67,1.468,0.436,HUMUS-ORG,3602.7
4.0,8.0,17.98,95.0,6.86,45.23,22.63,189.86,0.739,0.1,DAP-18-46,220.9
3.0,5.0,21.1,56.01,6.14,31.25,27.49,117.45,3.778,0.1,DAP-18-46,114.2
7.0,8.0,15.36,54.28,6.23,31.83,51.76,96.77,1.081,0.712,UREA-46,147.5
8.0,5.0,21.7,34.73,6.79,28.25,30.58,150.37,0.651,0.547,UREA-46,123.6
4.0,7.0,5.57,82.88,8.5,26.53,15.58,210.84,1.035,0.154,MAP-12-61,169.8
1.0,2.0,5.62,78.57,6.41,34.81,14.89,161.75,2.732,0.153,NPK-12-24-12,209.6
11.0,6.0,21.24,87.01,6.63,51.34,1.0,106.27,3.267,0.365,DAP-18-46,188.6
3.0,4.0,21.61,75.41,5.39,24.65,142.46,114.66,1.09,1.033,HUMUS-ORG,3428.1
12.0,8.0,17.8,63.43,7.68,43.76,43.93,178.72,5.922,1.571,UREA-46,124.5
8.0,7.0,19.87,46.52,5.72,7.89,38.7,225.09,0.841,3.504,UREA-46,200.8
12.0,7.0,5.64,33.93,6.07,39.92,47.33,232.97,0.551,0.979,UREA-46,177.1
6.0,7.0,19.37,47.07,6.87,51.61,114.42,209.4,7.787,3.986,UREA-46,157.2
9.0,3.0,21.34,28.42,5.36,58.06,38.14,190.38,0.794,0.292,HUMUS-ORG,3286.0
5.0,5.0,6.04,88.41,5.46,23.67,24.84,201.44,0.834,0.1,HUMUS-ORG,2037.3
1.0,7.0,21.12,63.71,6.16,73.86,52.13,155.95,2.089,1.126,DAP-18-46,250.0
8.0,1.0,26.75,81.24,6.42,89.9,19.77,121.77,3.422,1.404,DAP-18-46,180.7
2.0,6.0,11.78,47.71,5.08,26.67,12.72,191.08,4.925,1.24,DAP-18-46,200.6
12.0,8.0,16.43,31.86,4.52,27.98,41.83,96.23,5.243,2.809,UREA-46,153.5
4.0,6.0,5.0,68.47,6.53,27.05,21.17,296.43,4.075,0.244,DAP-18-46,185.8
12.0,8.0,17.0,80.16,5.56,62.21,4.98,40.5,1.862,0.319,KCL-60,166.8
11.0,4.0,8.52,54.36,6.74,25.85,11.82,324.83,5.392,0.187,DAP-18-46,217.8
7.0,7.0,20.08,52.67,6.79,15.68,32.14,170.36,1.501,4.913,UREA-46,235.2
1.0,6.0,15.56,36.4,4.51,11.54,9.87,41.67,0.969,3.098,NPK-15-15-15,326.2
10.0,6.0,25.89,88.12,6.33,117.19,36.07,193.96,2.303,0.395,DAP-18-46,127.2
4.0,5.0,17.43,44.99,5.07,26.25,15.48,102.69,9.459,0.25,DAP-18-46,210.0
1.0,5.0,19.74,63.44,7.22,11.22,7.52,30.0,1.265,0.661,NPK-15-15-15,190.7
12.0,6.0,21.65,84.95,6.17,52.93,28.62,67.51,9.155,0.15,KCL-60,178.0
11.0,1.0,11.18,69.53,5.7,130.63,41.23,222.41,0.841,2.942,KNO3-13-46,109.5
4.0,6.0,21.04,74.51,5.69,16.38,122.53,249.36,1.35,0.446,UREA-46,199.6
4.0,7.0,13.99,81.96,6.18,20.96,10.42,228.14,0.98,0.332,DAP-18-46,142.1
2.0,5.0,12.71,43.51,5.05,24.66,7.32,154.65,0.547,2.449,DAP-18-46,120.7
2.0,1.0,19.08,90.53,5.46,61.2,24.27,43.94,0.503,1.031,KCL-60,250.6
10.0,8.0,5.0,43.97,5.21,55.0,59.96,166.87,12.964,0.168,UREA-46,135.0
8.0,6.0,25.21,65.16,6.25,21.65,57.5,89.43,3.304,0.376,UREA-46,105.2
3.0,3.0,21.84,66.44,7.11,27.8,20.73,30.0,2.516,1.029,NPK-15-15-15,226.5
7.0,1.0,12.54,77.51,5.86,13.82,24.41,30.0,2.426,0.341,UREA-46,123.4
2.0,3.0,20.89,46.51,6.26,33.95,5.87,76.73,2.753,0.241,KCL-60,179.8
7.0,4.0,16.46,81.76,5.51,60.46,15.87,372.81,0.562,2.346,DAP-18-46,101.8
12.0,2.0,11.27,22.99,7.32,64.02,32.25,198.57,5.479,1.682,NPK-15-15-15,203.7
5.0,2.0,28.95,65.92,6.67,88.53,10.12,264.17,3.743,4.287,NPK-15-15-15,358.0
3.0,1.0,11.32,76.59,5.4,25.9,47.34,180.74,1.327,0.983,HUMUS-ORG,3344.0
11.0,8.0,7.87,54.43,5.75,16.73,38.38,151.75,4.075,0.983,UREA-46,239.7
3.0,2.0,13.41,76.27,6.73,30.37,15.3,124.98,1.852,2.001,SA-21,172.7
12.0,7.0,21.43,75.73,5.96,12.56,13.53,47.9,1.825,4.427,NPK-15-15-15,181.6
10.0,5.0,22.4,51.97,5.39,86.01,16.63,332.4,2.095,1.027,DAP-18-46,209.8
5.0,3.0,22.29,70.46,5.75,39.24,5.44,181.57,2.119,2.163,DAP-18-46,138.7
12.0,7.0,16.28,85.71,5.97,28.97,55.6,77.23,3.589,1.323,UREA-46,153.6
3.0,7.0,15.79,77.65,5.0,35.72,9.6,39.66,3.686,1.075,KCL-60,288.7
7.0,8.0,34.0,66.75,7.21,22.24,57.83,223.0,1.945,0.1,UREA-46,238.0
6.0,5.0,11.6,64.07,7.92,44.01,48.43,260.18,0.532,1.782,UREA-46,162.7
3.0,4.0,10.11,88.57,5.95,25.35,6.82,347.29,0.587,0.578,DAP-18-46,221.6
10.0,8.0,23.68,84.33,5.63,21.23,49.55,211.9,0.524,0.226,UREA-46,148.3
1.0,7.0,5.92,70.64,5.79,6.05,19.53,187.3,3.407,0.177,UREA-46,122.2
2.0,2.0,16.51,69.16,6.27,64.77,8.29,190.26,3.146,1.047,UREA-46,208.2
10.0,7.0,24.66,70.32,5.48,30.39,36.97,162.29,0.899,2.391,HUMUS-ORG,2188.7
8.0,8.0,25.89,52.65,7.08,19.45,5.92,215.09,1.771,0.28,DAP-18-46,214.3
6.0,5.0,9.41,70.59,7.23,15.35,31.58,190.5,4.231,2.442,UREA-46,179.7
6.0,6.0,8.68,76.99,6.08,38.39,17.59,287.36,1.512,2.109,DAP-18-46,197.3
10.0,3.0,8.64,89.85,6.96,59.17,29.32,130.78,3.347,1.227,DAP-18-46,193.7
12.0,5.0,18.32,80.58,5.77,58.16,17.44,42.72,2.224,1.3,KCL-60,157.3
1.0,1.0,21.86,69.45,6.33,47.25,30.88,88.05,4.459,0.18,NPK-15-15-15,283.4
3.0,2.0,18.13,84.51,5.75,21.16,3.19,114.57,2.554,0.1,DAP-18-46,178.1
2.0,8.0,28.26,76.72,6.01,26.7,18.1,348.55,2.322,0.849,DAP-18-46,248.8
8.0,2.0,13.93,58.96,5.36,116.8,38.05,45.18,7.716,2.505,KCL-60,248.4
8.0,7.0,14.68,79.44,6.03,91.04,9.8,182.89,3.198,2.713,DAP-18-46,207.8
12.0,7.0,24.14,80.4,6.79,37.19,41.1,208.52,4.555,0.1,UREA-46,156.8
12.0,2.0,19.31,49.52,6.98,76.83,23.72,304.21,0.93,0.2,NPK-15-15-15,197.1
2.0,8.0,19.89,58.54,6.86,120.14,17.56,349.73,1.486,0.968,DAP-18-46,190.4
3.0,3.0,17.51,82.84,6.87,31.46,91.92,61.66,3.593,4.511,KCL-60,148.9
5.0,4.0,7.54,67.82,6.45,60.72,21.85,149.78,1.798,0.332,DAP-18-46,244.2
2.0,5.0,14.45,92.99,5.2,22.35,24.03,429.41,0.862,1.028,HUMUS-ORG,2507.3
11.0,5.0,18.96,76.92,5.26,114.31,28.51,282.91,8.548,2.576,DAP-18-46,228.1
11.0,8.0,12.4,47.06,6.82,9.08,4.42,128.55,1.159,2.399,DAP-18-46,184.5
3.0,1.0,15.26,57.37,6.69,29.61,122.84,95.9,10.876,2.674,NPK-15-15-15,267.4
4.0,2.0,20.62,72.22,6.42,136.59,35.27,188.02,1.963,1.372,UREA-46,171.5
3.0,1.0,18.01,50.37,7.12,48.25,63.93,174.68,1.499,1.155,NPK-15-15-15,377.7
8.0,6.0,23.24,95.0,6.63,113.49,17.1,249.49,3.837,0.969,DAP-18-46,118.4
12.0,7.0,28.12,59.06,6.13,14.13,18.88,279.98,3.473,1.799,UREA-46,205.6
5.0,6.0,17.87,80.53,4.95,23.56,2.1,236.31,1.407,2.21,DAP-18-46,149.1
4.0,6.0,20.97,54.26,6.08,32.92,37.52,219.45,0.614,0.527,UREA-46,142.0
10.0,6.0,22.11,45.52,5.5,16.82,46.7,189.74,1.314,8.558,UREA-46,234.0
4.0,6.0,20.61,73.08,7.3,43.23,37.03,92.26,1.971,1.656,DAP-18-46,194.5
6.0,6.0,12.8,66.56,5.47,6.47,9.83,307.19,5.815,0.759,DAP-18-46,140.3
5.0,6.0,20.72,95.0,6.39,41.3,43.06,217.77,1.219,1.437,SA-21,249.8
5.0,2.0,13.26,63.74,5.15,97.19,22.84,103.14,3.701,0.287,NPK-15-15-15,297.6
6.0,6.0,25.8,46.14,6.13,34.4,15.06,200.67,1.481,0.757,DAP-18-46,161.0
11.0,2.0,21.79,55.41,7.14,33.59,28.74,118.16,1.023,0.181,KCL-60,209.3
5.0,8.0,21.26,74.59,6.77,26.47,29.92,302.52,2.576,1.592,UREA-46,238.4
4.0,7.0,6.75,86.24,7.15,107.92,19.6,38.94,7.945,9.876,KCL-60,147.1
11.0,8.0,17.88,60.54,5.81,56.4,8.32,223.18,0.957,0.784,DAP-18-46,134.8
5.0,4.0,18.24,39.39,6.62,61.47,5.61,175.36,2.779,0.461,DAP-18-46,179.1
7.0,5.0,21.12,41.89,7.08,22.74,12.34,229.65,3.209,11.39,DAP-18-46,139.5
6.0,5.0,12.8,74.13,6.07,23.67,36.42,166.28,2.567,0.217,UREA-46,122.6
9.0,4.0,15.98,75.81,4.42,8.79,31.34,252.14,12.057,0.118,UREA-46,199.3
4.0,1.0,7.47,25.18,6.99,56.22,11.8,252.83,3.728,0.193,UREA-46,125.3
12.0,6.0,28.38,85.1,5.55,27.82,31.38,217.6,0.52,2.097,UREA-46,116.0
1.0,6.0,18.14,24.0,6.09,16.03,29.77,30.0,1.895,4.686,UREA-46,132.2
5.0,3.0,20.39,94.75,6.03,38.17,2.72,243.05,0.937,1.18,DAP-18-46,179.8
2.0,7.0,14.89,75.7,6.84,16.54,10.94,45.35,8.961,2.678,NPK-15-15-15,221.2
10.0,4.0,20.4,64.47,5.78,56.97,86.73,134.82,1.139,0.1,NPK-15-15-15,301.0
9.0,7.0,13.92,48.12,5.73,14.0,13.63,30.0,4.885,0.155,NPK-15-15-15,326.0
11.0,2.0,20.62,61.55,6.86,16.43,23.73,200.76,5.061,1.309,KCL-60,149.8
11.0,4.0,17.83,60.78,6.17,31.05,55.12,141.46,3.407,0.652,UREA-46,207.0
1.0,6.0,20.18,34.02,5.88,21.45,40.88,182.38,3.858,0.758,UREA-46,139.4
10.0,5.0,10.72,51.72,5.97,68.95,10.06,150.39,4.217,2.522,DAP-18-46,174.0
10.0,7.0,23.34,84.03,6.53,13.24,107.67,244.62,7.482,1.922,UREA-46,128.6
5.0,6.0,16.95,52.81,5.59,33.21,24.36,150.92,3.472,0.168,SA-21,283.0
7.0,2.0,17.74,58.87,6.19,35.72,13.74,103.64,3.289,2.288,NPK-15-15-15,282.7
7.0,5.0,14.14,48.7,5.76,16.86,25.26,187.3,1.044,1.539,UREA-46,222.6
5.0,1.0,12.84,49.02,6.84,66.2,17.57,303.56,0.936,0.762,UREA-46,187.0
12.0,6.0,13.91,95.0,7.27,8.43,59.37,98.41,1.241,0.1,UREA-46,141.2
3.0,6.0,10.33,85.34,5.56,105.44,22.79,106.0,1.079,0.334,DAP-18-46,176.0
8.0,3.0,18.03,80.88,6.2,21.68,8.2,328.0,0.897,0.978,DAP-18-46,102.6
3.0,4.0,19.18,53.3,5.85,40.8,40.61,139.61,1.527,1.214,DAP-18-46,186.3
12.0,4.0,20.46,54.25,7.54,64.06,31.29,67.29,0.523,0.1,KCL-60,270.4
9.0,5.0,23.35,44.96,5.61,16.44,70.21,156.02,2.192,2.195,UREA-46,133.2
12.0,3.0,20.0,41.0,5.98,51.88,38.63,274.27,0.983,0.821,KNO3-13-46,129.4
2.0,8.0,12.58,61.29,5.64,13.54,31.06,186.98,0.503,0.123,UREA-46,214.4
2.0,8.0,18.62,33.85,6.88,52.11,17.35,157.47,3.316,1.231,DAP-18-46,218.5
7.0,7.0,11.99,66.57,5.72,73.6,86.12,310.66,2.042,0.68,KNO3-13-46,85.3
10.0,5.0,11.84,75.93,7.52,35.68,26.31,273.32,1.816,3.387,DAP-18-46,124.4
10.0,6.0,16.26,72.99,6.93,91.37,127.59,98.49,0.807,0.783,KCL-60,269.6
7.0,3.0,18.38,81.5,6.85,132.01,49.59,162.94,0.92,0.767,DAP-18-46,155.0
9.0,6.0,21.64,82.32,5.71,34.92,14.0,74.11,0.733,0.1,KCL-60,174.4
1.0,8.0,5.38,91.91,4.42,124.87,8.58,205.56,4.573,0.305,DAP-18-46,144.4
12.0,6.0,22.69,76.88,6.26,22.21,52.92,302.93,2.104,0.795,UREA-46,239.5
6.0,3.0,21.85,60.14,6.4,29.9,73.88,151.06,0.575,0.854,KNO3-13-46,77.8
5.0,1.0,27.56,91.37,5.4,33.9,150.0,153.87,2.1,1.696,UREA-46,231.2
1.0,4.0,10.42,82.42,5.47,16.66,24.68,30.0,3.292,0.734,NPK-15-15-15,212.8
12.0,8.0,25.64,50.73,6.89,26.54,25.36,397.09,2.496,1.015,DAP-18-46,184.8
2.0,7.0,14.69,48.7,6.9,71.84,74.35,218.16,2.088,0.741,KNO3-13-46,89.3
7.0,3.0,25.02,35.21,6.73,90.39,21.84,98.99,0.585,2.538,DAP-18-46,167.6
1.0,2.0,23.46,64.4,5.98,60.41,21.76,92.02,3.893,0.297,NPK-12-24-12,282.9
11.0,3.0,16.85,73.19,6.05,15.04,43.31,308.54,2.183,0.1,UREA-46,193.7
8.0,6.0,6.15,95.0,6.28,67.42,73.36,182.49,0.587,1.818,UREA-46,141.9
12.0,3.0,14.09,49.79,6.6,48.33,76.96,120.78,5.539,1.099,KNO3-13-46,149.3
1.0,3.0,23.46,38.37,5.28,27.93,8.03,203.15,5.904,1.804,DAP-18-46,169.9
4.0,8.0,15.68,49.11,6.63,106.18,22.44,209.03,2.845,1.82,DAP-18-46,167.9
6.0,4.0,18.14,94.78,6.66,30.25,104.2,127.71,1.959,0.1,NPK-10-26-26,246.8
10.0,8.0,29.84,77.98,5.74,47.89,40.96,141.39,1.144,0.375,DAP-18-46,124.2
12.0,4.0,19.77,70.62,7.4,52.23,12.45,183.58,1.53,1.821,DAP-18-46,133.4
4.0,7.0,5.92,67.39,5.73,7.79,32.73,178.58,0.971,0.162,UREA-46,191.9
5.0,8.0,24.48,89.78,6.38,9.56,26.85,156.15,0.784,0.87,UREA-46,118.5
12.0,4.0,24.68,72.66,5.79,25.64,11.59,164.65,6.113,3.286,DAP-18-46,228.2
4.0,4.0,10.09,63.55,5.46,19.88,22.12,72.29,1.924,0.211,SA-21,241.1
7.0,2.0,5.0,54.83,4.57,32.82,16.87,184.79,2.299,0.416,NPK-15-15-15,196.1
5.0,7.0,15.51,92.04,7.47,59.42,16.24,67.72,3.054,1.024,KCL-60,269.8
4.0,8.0,16.79,61.7,4.9,15.48,62.73,243.13,1.062,0.4,HUMUS-ORG,3563.8
3.0,8.0,11.52,43.81,5.82,69.71,9.81,156.95,9.822,0.603,DAP-18-46,117.8
2.0,6.0,18.63,67.71,4.85,46.2,10.89,254.05,8.883,0.452,DAP-18-46,102.8
2.0,1.0,24.03,94.03,4.57,22.96,25.22,344.43,9.16,0.131,UREA-46,152.1
8.0,1.0,18.28,32.96,7.31,34.05,7.26,200.19,5.067,4.02,DAP-18-46,148.4
8.0,5.0,11.03,78.15,5.58,20.16,24.24,195.66,0.731,4.631,UREA-46,238.2
10.0,2.0,24.73,55.99,7.39,63.43,22.45,138.53,0.624,1.388,DAP-18-46,220.1
10.0,2.0,21.98,61.48,6.04,9.47,29.35,87.32,0.518,0.571,UREA-46,201.6
2.0,5.0,15.45,62.63,6.02,200.0,13.88,200.58,1.172,3.583,SA-21,211.9
12.0,2.0,18.6,61.15,4.57,33.27,36.26,72.31,1.23,4.672,KCL-60,105.7
10.0,4.0,15.03,38.32,6.15,84.47,33.64,192.87,3.46,0.273,NPK-15-15-15,346.6
2.0,6.0,7.13,46.91,5.2,59.82,62.34,30.0,7.058,1.104,KCL-60,197.5
4.0,1.0,14.01,70.76,5.97,19.38,41.14,160.09,3.011,3.182,UREA-46,233.2
7.0,3.0,24.97,57.14,7.34,38.97,16.38,253.67,2.063,8.995,DAP-18-46,174.0
2.0,5.0,22.48,53.32,5.49,36.58,4.66,199.95,1.426,1.263,HUMUS-ORG,2738.0
7.0,1.0,17.22,89.72,5.3,23.69,25.1,309.52,3.089,0.755,UREA-46,222.7
12.0,6.0,19.12,84.43,5.37,39.22,18.32,99.41,2.421,0.482,DAP-18-46,172.0
10.0,6.0,14.05,48.13,7.32,81.18,18.72,153.37,15.0,1.665,DAP-18-46,248.5
6.0,6.0,13.81,91.38,5.2,78.16,67.34,275.11,0.918,0.462,HUMUS-ORG,2766.2
9.0,8.0,21.81,58.51,5.12,17.61,5.32,203.56,1.882,0.927,DAP-18-46,103.1
8.0,7.0,29.52,68.56,8.01,78.22,33.13,64.44,6.53,0.593,KCL-60,199.7
4.0,1.0,23.02,45.78,5.52,15.99,47.79,264.62,1.207,0.1,UREA-46,135.3
5.0,3.0,11.26,71.8,8.41,28.06,3.3,270.85,4.478,0.848,DAP-18-46,167.9
7.0,5.0,11.98,82.0,6.34,20.72,19.34,356.86,2.921,1.179,DAP-18-46,211.0
10.0,4.0,29.84,71.79,6.03,36.46,38.96,191.11,6.067,0.1,NPK-15-15-15,337.1
6.0,8.0,9.45,95.0,5.62,41.76,22.03,111.92,3.848,2.187,DAP-18-46,235.8
3.0,7.0,13.05,56.13,4.39,37.67,27.09,313.03,0.777,2.931,HUMUS-ORG,2929.3
2.0,4.0,18.2,77.69,6.21,42.06,14.17,113.43,1.552,0.924,NPK-15-15-15,198.0
4.0,5.0,15.73,34.38,7.03,25.53,12.59,159.4,0.525,1.699,DAP-18-46,171.6
12.0,1.0,11.47,52.26,6.15,48.4,27.3,360.59,0.545,0.611,DAP-18-46,127.6
4.0,2.0,18.57,53.18,5.08,106.89,21.71,80.42,6.038,0.444,UREA-46,239.6
5.0,3.0,15.39,87.91,6.2,14.05,6.76,184.67,1.764,0.542,DAP-18-46,207.2
6.0,8.0,34.09,58.13,4.96,33.03,35.08,246.82,7.224,1.895,UREA-46,214.7
11.0,1.0,15.05,20.0,6.38,15.36,26.72,38.46,10.783,0.747,UREA-46,154.3
10.0,7.0,17.95,82.5,5.11,43.04,15.29,221.94,3.637,1.965,HUMUS-ORG,3537.4
11.0,1.0,10.37,79.38,6.07,31.24,11.44,193.83,1.13,2.071,UREA-46,165.6
4.0,4.0,14.41,49.36,6.75,21.2,32.55,137.36,2.022,0.111,SA-21,309.7
12.0,6.0,21.87,54.73,6.04,27.93,53.27,107.61,0.747,1.615,UREA-46,147.5
9.0,6.0,13.7,42.39,6.29,31.17,77.71,157.71,14.9,0.468,UREA-46,227.7
12.0,3.0,10.22,61.8,4.94,93.41,35.55,283.45,1.089,2.245,HUMUS-ORG,3459.2
3.0,1.0,15.2,57.35,5.57,43.52,23.01,196.85,5.558,0.9,NPK-15-15-15,153.8
6.0,2.0,24.83,95.0,5.33,53.72,7.71,276.92,3.594,0.1,NPK-10-26-26,161.2
8.0,8.0,22.11,53.6,7.28,36.38,19.4,374.61,3.496,0.853,DAP-18-46,130.3
6.0,7.0,24.29,49.91,5.66,140.78,23.16,218.37,3.704,0.133,DAP-18-46,133.0
4.0,3.0,12.44,88.19,5.63,84.09,7.02,98.72,1.813,0.643,DAP-18-46,214.5
1.0,6.0,24.06,56.98,5.41,62.7,31.45,236.79,0.814,2.687,HUMUS-ORG,4116.9
11.0,8.0,19.99,76.63,5.91,30.44,6.6,334.1,0.565,3.88,DAP-18-46,227.8
5.0,3.0,15.39,59.39,5.0,34.55,92.67,194.5,3.131,0.967,UREA-46,228.2
1.0,8.0,15.59,77.77,7.04,122.16,1.0,181.46,2.958,2.367,DAP-18-46,142.1
11.0,5.0,13.68,72.4,6.57,135.53,15.42,101.04,0.724,5.236,DAP-18-46,105.8
8.0,8.0,28.54,61.13,6.98,25.78,51.25,172.22,0.712,0.859,UREA-46,183.4
6.0,8.0,20.59,40.82,6.85,27.03,35.69,136.17,3.433,2.775,UREA-46,172.2
12.0,1.0,17.68,30.3,6.74,46.24,38.54,175.99,0.937,1.564,DAP-18-46,239.4
11.0,7.0,19.31,62.0,6.19,42.69,15.12,306.76,1.482,0.1,DAP-18-46,212.5
1.0,2.0,16.3,86.43,7.12,90.75,18.55,125.24,1.919,0.32,NPK-12-24-12,280.9
12.0,8.0,27.09,85.64,5.2,20.75,35.03,130.71,1.132,0.126,HUMUS-ORG,4624.8
12.0,1.0,27.7,51.13,7.23,26.06,16.93,162.35,6.051,0.272,DAP-18-46,122.4
6.0,7.0,13.8,72.76,4.94,8.14,67.96,238.12,3.546,0.437,UREA-46,213.8
5.0,8.0,13.19,36.08,6.74,17.0,28.5,129.33,0.682,1.752,UREA-46,126.2
9.0,1.0,21.0,76.84,6.3,106.78,27.45,246.35,2.263,0.377,DAP-18-46,181.7
10.0,3.0,20.31,79.53,6.64,28.43,20.9,271.03,1.038,3.339,DAP-18-46,104.7
7.0,2.0,18.86,58.02,6.38,9.36,48.5,173.98,3.567,1.008,UREA-46,128.6
3.0,5.0,13.17,62.13,5.97,47.58,22.91,221.27,0.826,4.281,DAP-18-46,169.2
9.0,4.0,27.33,64.01,6.65,62.25,20.9,354.92,1.872,0.437,DAP-18-46,155.8
1.0,7.0,12.91,48.36,5.13,16.64,14.79,60.43,1.605,5.072,NPK-15-15-15,390.9
2.0,6.0,27.86,70.81,6.02,32.33,13.21,30.0,4.168,0.167,KCL-60,253.8
1.0,5.0,23.25,81.25,4.88,40.02,83.78,182.25,0.654,7.414,HUMUS-ORG,2215.8
